城市,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa)
七台河,14.27686567164179,19.45238805970149,2.802537313432836,6.011940298507463,0.3283582089552239,51.14,7.375522388059702,-1.2580597014925374,253.74253731343285,72.51835820895522,100256.6843283582
三亚,22.781470588235294,33.495294117647056,11.686470588235293,7.8020588235294115,0.4738235294117647,51.855294117647055,-6.455588235294118,-9.075588235294118,289.45029411764705,78.04588235294118,99203.34470588237
三明,32.38295238095238,42.17771428571429,14.517333333333333,13.112761904761904,0.48028571428571426,42.61352380952381,-1.5923809523809522,-4.131904761904762,275.8632380952381,63.86885714285714,96663.02638095237
三门峡,66.57114285714286,104.57014285714286,30.173142857142857,37.517,1.0191428571428571,23.88357142857143,-3.5944285714285718,3.2591428571428573,265.97114285714287,26.560000000000002,93465.71057142857
上海,35.20444444444444,49.702962962962964,21.94814814814815,38.364814814814814,0.6574074074074074,29.323333333333334,2.5914814814814813,-7.416666666666667,276.36703703703705,81.03999999999999,103711.31851851853
上饶,44.807291666666664,62.640208333333334,14.629791666666668,26.24625,0.6727083333333334,27.439375,-3.997708333333333,-4.057916666666666,272.12062499999996,76.54541666666667,100258.18083333333
东莞,39.39434782608696,49.91173913043478,15.445217391304348,19.104782608695654,0.6095652173913043,30.72478260869565,-4.175652173913043,-8.292608695652174,281.52086956521737,48.89260869565217,101512.55478260871
东营,30.752941176470586,44.78205882352941,21.17235294117647,29.74529411764706,0.6347058823529411,35.61705882352941,0.8447058823529412,-3.337941176470588,269.14294117647063,48.88794117647059,104285.10235294118
中卫,38.059906542056076,52.83523364485981,20.877383177570096,18.5207476635514,0.692803738317757,34.01214953271028,-0.9862616822429907,1.417196261682243,264.12373831775705,63.92766355140187,85221.72981308411
中山,42.07111111111111,57.39888888888889,21.296666666666667,32.845555555555556,0.6777777777777777,20.243333333333332,-2.6966666666666668,-9.195555555555556,282.97555555555556,51.93888888888889,102669.35444444444
临夏回族自治州,42.205799999999996,52.2456,7.3839999999999995,10.540799999999999,0.7734000000000001,59.71979999999999,3.7428,-0.342,266.385,36.894800000000004,75069.7242
临汾,77.86423529411765,112.44529411764707,81.69776470588236,42.495411764705885,1.2547058823529413,21.06576470588235,-2.426470588235294,2.8490588235294116,264.38129411764703,25.50211764705882,91385.9965882353
临沂,47.46096153846153,81.28461538461539,26.165961538461538,39.901538461538465,0.8392307692307692,21.986923076923077,-1.5638461538461537,-5.102692307692307,268.12538461538463,46.78211538461539,102633.53615384616
