城市,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa)
七台河,32.43373134328358,56.37686567164179,10.501044776119404,21.89283582089552,0.5423880597014925,37.71029850746269,6.197910447761194,1.4319402985074627,262.2986567164179,79.17268656716418,97700.1376119403
三亚,27.374117647058824,42.61205882352941,11.39205882352941,5.561176470588235,0.513235294117647,61.86617647058823,-3.811470588235294,-5.785294117647059,292.07588235294116,75.58823529411765,99063.17235294117
三明,29.537238095238095,48.186,14.77495238095238,16.440380952380952,0.6245714285714286,46.70066666666666,-0.9195238095238095,-4.058380952380952,280.4312380952381,48.36238095238095,96182.50876190476
三门峡,41.52314285714286,80.24428571428572,19.321428571428573,39.53485714285714,0.9027142857142857,34.634,4.388857142857143,-2.2605714285714287,276.80042857142854,27.511285714285712,92614.50828571428
上海,101.58111111111111,132.09777777777776,25.032962962962962,74.30592592592592,1.1644444444444444,20.589259259259258,6.414444444444444,-1.951111111111111,280.8311111111111,57.605185185185185,102469.78185185185
上饶,50.072291666666665,73.06333333333333,17.832708333333333,24.131874999999997,0.8591666666666667,37.831041666666664,2.073541666666667,0.01270833333333334,280.2,51.82458333333333,99457.31958333333
东莞,29.084782608695654,46.732173913043475,12.35608695652174,27.68173913043478,0.711304347826087,50.460434782608694,-4.745652173913044,-6.528695652173913,286.8465217391304,36.23695652173913,101014.53217391306
东营,68.05235294117648,106.72882352941177,26.162941176470586,55.47588235294118,1.0111764705882353,25.690882352941177,5.683529411764706,-1.8679411764705882,276.36970588235295,32.690294117647056,102233.80647058823
中卫,26.448504672897194,39.21803738317757,14.6,25.1588785046729,0.624392523364486,45.66532710280374,4.984018691588784,-0.11196261682242992,272.24084112149535,32.40551401869159,85264.87878504672
中山,32.964444444444446,55.461111111111116,14.229999999999999,47.22,0.8055555555555556,42.18333333333333,-3.6411111111111114,-6.816666666666666,288.2311111111111,40.45,102159.26777777777
临夏回族自治州,39.3354,64.13680000000001,6.464600000000001,16.0902,1.3166,60.3932,5.4277999999999995,-0.7315999999999999,273.1202,23.1754,75512.17259999999
临汾,37.680470588235295,71.38141176470589,29.82305882352941,31.168588235294116,1.334,38.90635294117647,4.275647058823529,-2.4985882352941178,272.5035294117647,38.61870588235294,90566.83752941177
临沂,134.29134615384615,234.5723076923077,34.74307692307693,67.72115384615384,1.7376923076923076,18.686923076923076,3.4525,-2.9748076923076923,277.21173076923077,32.619615384615386,100863.96673076923
临沧,20.813666666666666,32.724916666666665,6.545416666666667,6.114166666666667,0.605,49.092,1.1879166666666667,1.1193333333333333,287.2855833333333,75.20583333333335,84685.59749999999
